id,name,isMain,word_id
1,существительное,1,2
2,местоимение,1,5
3,прилагательное,1,9
4,наречие,0,9
5,союз,1,11
6,наречие,1,12
7,существительное,1,13
8,определённый артикль,1,14
9,существительное,1,15
10,глагол,0,15
11,прилагательное,1,18
12,существительное,0,18
13,глагол,0,19
14,существительное,1,19
15,существительное,1,22
16,глагол,0,22
17,прилагательное,0,22
18,местоимение,1,23
19,союз,1,24
20,прилагательное,0,25
21,глагол,0,25
22,наречие,1,25
23,существительное,1,26
24,глагол,1,27
25,предлог,1,28
26,глагол,1,29
27,существительное,0,29
28,прилагательное,1,30
29,существительное,1,33
30,существительное,1,35
31,прилагательное,0,35
32,глагол,0,35
33,местоимение,1,36
34,детерминатив,0,36
35,союз,0,36
36,наречие,0,36
37,существительное,1,38
38,существительное,1,40
39,местоимение,1,42
40,существительное,1,43
41,существительное,1,44
42,прилагательное,0,44
43,существительное,1,44
44,существительное,1,45
45,глагол,1,46
46,существительное,0,46
47,существительное,1,47
48,существительное,1,49
49,глагол,0,49
50,существительное,1,51
51,глагол,0,51
52,глагол,1,53
53,существительное,0,53
54,существительное,1,54
55,глагол,1,55
56,существительное,0,55
57,существительное,1,56
58,существительное,0,56
59,глагол,1,59
60,глагол,1,60
61,существительное,0,60
62,глагол,1,62
63,существительное,0,62
64,существительное,1,63
65,имя собственное,1,64
66,имя собственное,1,64
67,глагол,1,66
68,числительное,1,67
69,прилагательное,1,69
70,местоимение,1,70
71,наречие,1,71
72,существительное,1,73
73,прилагательное,0,73
74,предлог,1,74
75,существительное,1,75
76,имя собственное,0,75
77,существительное,1,76
78,глагол,0,76
79,местоимение,1,77
80,существительное,1,78
81,глагол,0,78
82,глагол,1,79
83,существительное,0,79
84,глагол,1,80
85,существительное,0,80
86,существительное,1,81
87,глагол,0,81
88,глагол,0,81
89,глагол,1,82
90,глагол,1,83
91,существительное,0,83
92,существительное,1,84
93,прилагательное,0,84
94,глагол,0,84
95,глагол,1,85
96,существительное,0,85
97,предлог,0,86
98,наречие,1,86
99,существительное,0,86
100,глагол,1,87
101,наречие,0,87
102,прилагательное,0,87
103,существительное,1,88
104,глагол,0,88
105,существительное,1,88
106,существительное,1,90
107,наречие,0,90
108,существительное,1,93
109,прилагательное,0,93
110,существительное,1,94
111,глагол,0,94
112,глагол,1,95
113,существительное,1,96
114,существительное,1,96
115,глагол,1,97
116,предлог,1,98
117,существительное,1,99
118,союз,1,100
119,существительное,0,100
120,существительное,1,101
121,существительное,1,101
122,существительное,1,103
123,существительное,1,103
124,существительное,1,104
125,существительное,1,107
126,глагол,1,108
127,существительное,0,108
128,местоимение,1,109
129,глагол,1,110
130,существительное,0,110
131,глагол,1,111
132,существительное,0,111
133,прилагательное,1,114
134,существительное,1,116
135,глагол,0,116
136,прилагательное,1,117
137,существительное,0,117
138,глагол,0,117
139,глагол,1,123
140,существительное,0,123
141,существительное,0,123
142,существительное,1,124
143,глагол,1,126
144,существительное,0,126
145,прилагательное,1,127
146,существительное,0,127
147,глагол,0,127
148,предлог,1,128
149,глагол,0,128
150,прилагательное,0,128
151,существительное,0,128
152,существительное,1,129
153,прилагательное,0,129
154,глагол,0,129
155,существительное,1,130
156,наречие,0,130
157,прилагательное,0,130
158,глагол,0,130
159,существительное,1,131
160,глагол,0,131
161,глагол,1,133
162,существительное,0,133
163,местоимение,1,135
164,глагол,1,136
165,существительное,0,136
166,существительное,1,137
167,прилагательное,1,139
168,существительное,1,140
169,прилагательное,0,140
170,наречие,1,142
171,имя собственное,1,144
172,,1,146
173,наречие,1,147
174,местоимение,1,149
175,наречие,1,150
176,глагол,0,150
177,наречие,1,151
178,глагол,1,152
179,существительное,0,152
180,наречие,1,153
181,существительное,1,155
182,прилагательное,1,156
183,существительное,1,157
184,существительное,1,159
185,наречие,1,162
186,прилагательное,0,162
187,существительное,0,162
188,наречие,1,164
189,существительное,1,165
190,глагол,0,165
191,существительное,1,166
192,глагол,0,166
193,существительное,1,168
194,глагол,0,168
195,имя собственное,0,168
196,местоимение,1,169
197,существительное,1,172
198,прилагательное,0,172
199,глагол,1,175
200,существительное,0,175
201,имя собственное,0,175
202,существительное,1,176
203,прилагательное,0,176
204,прилагательное,1,177
205,наречие,0,177
206,существительное,0,177
207,глагол,0,177
208,прилагательное,1,178
209,существительное,0,178
210,прилагательное,1,180
211,глагол,1,182
212,прилагательное,1,184
213,существительное,1,185
214,прилагательное,1,186
215,прилагательное,1,187
216,наречие,0,187
217,глагол,1,189
218,союз,1,190
219,предлог,1,192
220,прилагательное,1,193
221,прилагательное,1,194
222,наречие,0,194
223,прилагательное,1,196
224,существительное,0,196
225,глагол,0,196
226,существительное,1,197
227,глагол,0,197
228,предлог,1,198
229,глагол,1,199
230,союз,1,201
231,существительное,1,203
232,глагол,0,203
233,глагол,1,204
234,существительное,1,206
235,глагол,0,206
236,существительное,1,208
237,прилагательное,0,208
238,глагол,1,209
239,глагол,1,210
240,существительное,0,210
241,существительное,1,211
242,глагол,0,211
243,существительное,1,211
244,существительное,1,212
245,существительное,1,212
246,существительное,1,214
247,глагол,0,214
248,наречие,1,215
249,прилагательное,0,215
250,существительное,1,216
251,глагол,0,216
252,союз,1,217
253,глагол,1,219
254,существительное,0,219
255,существительное,0,219
256,существительное,1,221
257,прилагательное,0,221
258,глагол,0,221
259,прилагательное,1,224
260,существительное,1,228
261,глагол,0,228
262,существительное,1,229
263,имя собственное,1,230
264,существительное,1,231
265,существительное,1,232
266,глагол,1,236
267,существительное,1,237
268,глагол,0,237
269,существительное,1,238
270,глагол,0,238
271,имя собственное,1,239
272,наречие,1,241
273,глагол,1,242
274,существительное,0,242
275,глагол,1,245
276,существительное,0,245
277,глагол,1,248
278,прилагательное,1,250
279,существительное,1,251
280,существительное,1,251
281,существительное,1,252
282,глагол,0,252
283,местоимение,1,253
284,существительное,1,254
285,существительное,1,254
286,существительное,1,255
287,существительное,1,256
288,глагол,0,256
289,прилагательное,0,256
290,существительное,1,259
291,прилагательное,0,259
292,существительное,1,259
293,глагол,0,259
294,существительное,1,261
295,прилагательное,0,261
296,глагол,1,262
297,существительное,0,262
298,глагол,1,263
299,существительное,1,264
300,глагол,1,265
301,существительное,0,265
302,прилагательное,1,267
303,наречие,1,270
304,существительное,1,272
305,глагол,0,272
306,существительное,1,273
307,существительное,1,273
308,глагол,0,273
309,глагол,1,274
310,глагол,1,274
311,существительное,0,274
312,имя собственное,0,274
313,глагол,1,275
314,существительное,0,275
315,глагол,1,276
316,союз,1,277
317,прилагательное,1,278
318,наречие,0,278
319,глагол,0,278
320,имя собственное,0,278
321,прилагательное,1,281
322,существительное,0,281
323,существительное,1,283
324,глагол,0,283
325,числительное,1,285
326,существительное,1,286
327,существительное,1,287
328,глагол,0,287
329,наречие,1,289
330,существительное,1,291
331,прилагательное,1,292
332,существительное,0,292
333,существительное,1,293
334,глагол,0,293
335,прилагательное,0,293
336,глагол,0,293
337,глагол,1,294
338,местоимение,1,296
339,существительное,1,299
340,союз,1,302
341,глагол,1,303
342,существительное,0,303
343,глагол,1,304
344,существительное,0,304
345,предлог,1,305
346,прилагательное,0,305
347,существительное,1,306
348,существительное,1,307
349,глагол,0,307
350,наречие,1,308
351,глагол,1,309
352,существительное,1,310
353,глагол,0,310
354,существительное,1,311
355,существительное,1,315
356,прилагательное,0,315
357,существительное,1,316
358,глагол,0,316
359,существительное,1,317
360,существительное,1,320
361,существительное,1,321
362,имя собственное,0,321
363,прилагательное,1,322
364,глагол,0,322
365,существительное,1,325
366,глагол,1,326
367,существительное,1,327
368,глагол,1,329
369,существительное,0,329
370,прилагательное,0,329
371,прилагательное,1,330
372,предлог,1,332
373,наречие,1,333
374,существительное,1,334
375,прилагательное,0,334
376,существительное,1,335
377,глагол,0,335
378,существительное,1,336
379,местоимение,1,338
380,существительное,0,338
381,глагол,1,340
382,существительное,1,342
383,прилагательное,0,342
384,глагол,1,343
385,существительное,0,343
386,прилагательное,0,343
387,глагол,1,344
388,существительное,1,345
389,глагол,1,346
390,прилагательное,0,346
391,существительное,0,346
392,наречие,0,346
393,существительное,1,347
394,глагол,0,347
395,глагол,1,349
396,существительное,0,349
397,глагол,1,349
398,существительное,0,349
399,существительное,1,350
400,глагол,0,350
401,глагол,1,351
402,существительное,0,351
403,существительное,0,351
404,прилагательное,1,354
405,глагол,1,355
406,существительное,1,357
407,глагол,0,357
408,прилагательное,1,358
409,наречие,0,358
410,прилагательное,1,359
411,существительное,0,359
412,существительное,0,359
413,существительное,1,361
414,предлог,0,361
415,существительное,1,365
416,существительное,1,366
417,глагол,0,366
418,прилагательное,0,366
419,существительное,1,367
420,прилагательное,0,367
421,местоимение,1,368
422,существительное,1,369
423,существительное,1,369
424,существительное,1,371
425,глагол,1,373
426,глагол,1,375
427,глагол,1,376
428,существительное,0,376
429,имя собственное,0,376
430,прилагательное,1,377
431,существительное,0,377
432,наречие,1,379
433,союз,1,380
434,существительное,1,381
435,глагол,1,384
436,глагол,1,385
437,существительное,0,385
438,имя собственное,1,386
439,существительное,1,387
440,существительное,1,388
441,глагол,0,388
442,прилагательное,1,393
443,существительное,0,393
444,существительное,1,394
445,глагол,0,394
446,местоимение,1,395
447,глагол,1,396
448,предлог,0,396
449,существительное,1,397
450,глагол,0,397
451,союз,1,398
452,глагол,1,399
453,наречие,1,404
454,глагол,1,405
455,существительное,0,405
456,местоимение,1,407
457,наречие,0,407
458,существительное,1,408
459,союз,1,409
460,прилагательное,1,411
461,глагол,0,411
462,прилагательное,1,412
463,существительное,1,413
464,существительное,1,414
465,существительное,1,418
466,прилагательное,0,418
467,существительное,1,418
468,имя собственное,0,418
469,глагол,1,419
470,существительное,1,420
471,глагол,0,420
472,прилагательное,0,420
473,существительное,1,423
474,существительное,1,425
475,глагол,0,425
476,местоимение,1,426
477,существительное,0,426
478,существительное,1,428
479,местоимение,1,429
480,существительное,0,429
481,существительное,1,431
482,существительное,1,435
483,глагол,0,435
484,существительное,1,437
485,глагол,0,437
486,числительное,1,440
487,глагол,1,442
488,существительное,0,442
489,глагол,1,443
490,существительное,0,443
491,глагол,1,443
492,глагол,1,443
493,существительное,0,443
494,существительное,1,448
495,прилагательное,0,448
496,глагол,0,448
497,глагол,1,449
498,существительное,0,449
499,глагол,1,450
500,существительное,0,450
501,существительное,0,450
502,прилагательное,1,451
503,глагол,0,451
504,существительное,0,451
505,глагол,1,453
506,существительное,0,453
507,имя собственное,0,453
508,существительное,1,455
509,глагол,0,455
510,прилагательное,0,455
511,существительное,1,455
512,существительное,1,456
513,существительное,1,457
514,глагол,0,457
515,прилагательное,1,458
516,существительное,0,458
517,существительное,1,460
518,глагол,1,462
519,прилагательное,1,464
520,глагол,1,466
521,существительное,1,467
522,глагол,0,467
523,глагол,1,468
524,существительное,1,471
525,имя собственное,0,471
526,существительное,1,474
527,глагол,0,474
528,существительное,1,474
529,существительное,1,476
530,глагол,1,478
531,прилагательное,1,479
532,прилагательное,1,480
533,наречие,1,481
534,глагол,1,482
535,прилагательное,1,483
536,глагол,0,483
537,наречие,1,485
538,существительное,1,486
539,прилагательное,0,486
540,глагол,0,486
541,существительное,1,488
542,глагол,0,488
543,глагол,1,489
544,существительное,1,490
545,глагол,0,490
546,прилагательное,0,490
547,существительное,1,492
548,глагол,0,492
549,существительное,1,492
550,существительное,1,493
551,существительное,1,495
552,глагол,0,495
553,глагол,1,498
554,существительное,0,498
555,глагол,1,499
556,существительное,1,500
557,глагол,0,500
558,существительное,1,501
559,глагол,0,501
560,существительное,1,501
561,глагол,0,501
562,существительное,1,502
563,существительное,1,503
564,прилагательное,0,503
565,существительное,1,507
566,существительное,1,508
567,глагол,0,508
568,наречие,1,509
569,прилагательное,1,511
570,существительное,1,512
571,глагол,1,514
572,наречие,1,519
573,глагол,1,520
574,наречие,1,521
575,существительное,1,523
576,существительное,1,525
577,глагол,0,525
578,наречие,1,526
579,глагол,1,527
580,существительное,0,527
581,существительное,1,529
582,глагол,0,529
583,глагол,1,530
584,местоимение,1,532
585,существительное,1,533
586,прилагательное,0,533
587,глагол,1,535
588,существительное,1,536
589,прилагательное,0,536
590,глагол,0,536
591,имя собственное,0,536
592,существительное,1,537
593,глагол,0,537
594,прилагательное,1,539
595,наречие,1,545
596,прилагательное,1,546
597,глагол,0,546
598,существительное,1,547
599,прилагательное,0,547
600,глагол,0,547
601,прилагательное,1,548
602,существительное,1,550
603,прилагательное,0,550
604,глагол,0,550
605,существительное,1,551
606,существительное,1,553
607,прилагательное,0,553
608,существительное,1,554
609,существительное,1,554
610,глагол,0,554
611,глагол,1,555
612,существительное,0,555
613,существительное,1,556
614,глагол,0,556
615,существительное,1,560
616,глагол,0,560
617,наречие,1,561
618,существительное,1,562
619,прилагательное,1,564
620,существительное,0,564
621,существительное,1,565
622,существительное,1,566
623,глагол,0,566
624,имя собственное,0,566
625,прилагательное,1,568
626,существительное,0,568
627,глагол,1,570
628,существительное,0,570
629,прилагательное,1,572
630,существительное,1,573
631,глагол,1,574
632,существительное,0,574
633,наречие,1,575
634,существительное,1,576
635,существительное,1,576
636,союз,1,577
637,глагол,1,578
638,существительное,0,578
639,местоимение,1,579
640,глагол,1,584
641,прилагательное,1,585
642,существительное,0,585
643,наречие,1,586
644,существительное,1,587
645,прилагательное,1,588
646,существительное,1,589
647,детерминатив,1,591
648,прилагательное,1,592
649,существительное,0,592
650,глагол,1,593
651,глагол,1,595
652,существительное,0,595
653,глагол,1,596
654,наречие,0,596
655,прилагательное,0,596
656,существительное,1,597
657,существительное,1,597
658,существительное,1,597
659,существительное,1,598
660,глагол,0,598
661,прилагательное,1,601
662,существительное,0,601
663,глагол,0,601
664,глагол,1,602
665,глагол,1,603
666,существительное,0,603
667,глагол,1,604
668,существительное,0,604
669,существительное,1,607
670,предлог,1,609
671,прилагательное,0,609
672,существительное,1,610
673,существительное,1,611
674,существительное,1,612
675,глагол,0,612
676,существительное,1,613
677,прилагательное,0,613
678,существительное,1,614
679,существительное,1,619
680,глагол,0,619
681,глагол,1,620
682,существительное,0,620
683,прилагательное,1,621
684,существительное,0,621
685,прилагательное,1,626
686,прилагательное,1,627
687,существительное,0,627
688,существительное,1,628
689,существительное,1,629
690,наречие,1,630
691,глагол,1,631
692,существительное,0,631
693,существительное,1,632
694,глагол,0,632
695,прилагательное,0,632
696,глагол,1,634
697,местоимение,1,635
698,существительное,1,636
699,глагол,0,636
700,существительное,1,637
701,глагол,0,637
702,прилагательное,0,637
703,существительное,1,638
704,глагол,0,638
705,существительное,1,638
706,существительное,1,639
707,глагол,0,639
708,глагол,1,640
709,существительное,0,640
710,наречие,1,643
711,существительное,1,645
712,глагол,0,645
713,имя собственное,0,645
714,местоимение,1,646
715,существительное,1,647
716,глагол,0,647
717,существительное,1,647
718,прилагательное,1,648
719,существительное,1,649
720,существительное,1,650
721,глагол,0,650
722,имя собственное,0,650
723,прилагательное,1,651
724,существительное,1,652
725,прилагательное,0,652
726,существительное,1,653
727,глагол,0,653
728,прилагательное,0,653
729,существительное,1,654
730,союз,1,657
731,глагол,1,658
732,прилагательное,1,661
733,существительное,1,662
734,прилагательное,1,663
735,наречие,0,663
736,существительное,1,664
737,существительное,1,666
738,прилагательное,0,666
739,существительное,1,666
740,наречие,1,668
741,прилагательное,0,668
742,существительное,1,669
743,существительное,1,670
744,прилагательное,1,671
745,имя собственное,1,676
746,существительное,1,677
747,глагол,0,677
748,глагол,0,677
749,наречие,1,678
750,прилагательное,1,679
751,существительное,1,680
752,глагол,0,680
753,прилагательное,1,682
754,наречие,1,684
755,существительное,1,685
756,глагол,1,686
757,существительное,0,686
758,наречие,1,687
759,существительное,1,689
760,глагол,0,689
761,прилагательное,1,690
762,глагол,0,690
763,наречие,0,690
764,существительное,0,690
765,прилагательное,1,691
766,существительное,0,691
767,имя собственное,0,691
768,существительное,1,692
769,прилагательное,0,692
770,глагол,0,692
771,глагол,1,694
772,существительное,0,694
773,прилагательное,0,694
774,наречие,1,695
775,глагол,0,695
776,существительное,0,695
777,существительное,0,695
778,прилагательное,1,696
779,существительное,0,696
780,существительное,1,697
781,глагол,0,697
782,наречие,1,698
783,союз,1,700
784,существительное,1,703
785,глагол,0,703
786,существительное,1,703
787,существительное,1,703
788,существительное,1,706
789,глагол,0,706
790,существительное,1,707
791,глагол,0,707
792,существительное,1,708
793,прилагательное,1,709
794,существительное,0,709
795,глагол,1,711
796,существительное,0,711
797,глагол,1,713
798,существительное,0,713
799,существительное,1,714
800,прилагательное,1,717
801,наречие,0,717
802,существительное,1,718
803,существительное,1,719
804,глагол,0,719
805,существительное,1,720
806,прилагательное,0,720
807,глагол,1,721
808,глагол,1,721
809,существительное,1,723
810,прилагательное,0,723
811,прилагательное,1,726
812,существительное,0,726
813,глагол,0,727
814,существительное,1,727
815,глагол,1,728
816,существительное,0,728
817,прилагательное,1,730
818,существительное,0,731
819,глагол,1,731
820,существительное,1,732
821,существительное,1,733
822,прилагательное,0,733
823,существительное,1,734
824,глагол,1,3
825,существительное,0,3
826,существительное,1,4
827,существительное,1,6
828,прилагательное,0,6
829,наречие,0,6
830,глагол,0,6
831,наречие,1,7
832,прилагательное,0,7
833,местоимение,1,8
834,существительное,1,10
835,прилагательное,0,10
836,существительное,1,17
837,существительное,1,21
838,глагол,0,21
839,существительное,1,21
840,существительное,1,21
841,имя собственное,0,21
842,наречие,1,31
843,существительное,1,32
844,детерминатив,1,34
845,существительное,1,37
846,глагол,0,37
847,прилагательное,0,37
848,существительное,1,37
849,глагол,1,41
850,глагол,1,48
851,существительное,0,48
852,существительное,1,50
853,имя собственное,0,50
854,прилагательное,1,57
855,имя собственное,1,58
856,глагол,1,61
857,существительное,0,61
858,местоимение,1,65
859,существительное,1,68
860,глагол,0,68
861,существительное,1,72
862,глагол,0,72
863,прилагательное,0,72
864,глагол,1,89
865,существительное,0,89
866,существительное,1,91
867,существительное,1,102
868,глагол,0,102
869,имя собственное,0,102
870,глагол,0,105
871,существительное,0,105
872,имя собственное,1,105
873,существительное,1,106
874,глагол,0,106
875,прилагательное,0,106
876,наречие,1,112
877,глагол,1,113
878,прилагательное,1,115
879,существительное,0,115
880,имя собственное,0,115
881,существительное,1,118
882,прилагательное,0,118
883,существительное,0,119
884,прилагательное,0,119
885,глагол,1,119
886,глагол,1,120
887,существительное,0,120
888,прилагательное,1,121
889,существительное,1,122
890,глагол,0,122
891,существительное,1,125
892,имя собственное,0,125
893,существительное,1,132
894,прилагательное,0,132
895,глагол,0,132
896,глагол,1,134
897,существительное,0,134
898,наречие,1,138
899,существительное,1,141
900,прилагательное,1,143
901,наречие,0,143
902,глагол,0,143
903,существительное,1,145
904,детерминатив,1,154
905,существительное,1,158
906,глагол,0,158
907,глагол,1,160
908,глагол,1,161
909,существительное,0,161
910,прилагательное,0,161
911,существительное,0,161
912,существительное,1,163
913,прилагательное,0,163
914,прилагательное,1,167
915,существительное,0,167
916,наречие,0,167
917,глагол,0,167
918,глагол,1,170
919,существительное,0,170
920,существительное,0,170
921,существительное,0,170
922,наречие,1,171
923,существительное,1,173
924,глагол,0,173
925,существительное,1,174
926,существительное,1,174
927,глагол,1,179
928,существительное,1,181
929,предлог,1,183
930,прилагательное,1,188
931,глагол,0,188
932,глагол,1,191
933,прилагательное,0,191
934,наречие,0,191
935,глагол,1,195
936,существительное,1,200
937,существительное,1,202
938,существительное,1,205
939,существительное,1,205
940,существительное,1,207
941,прилагательное,1,213
942,глагол,1,218
943,существительное,0,218
944,глагол,1,220
945,существительное,0,220
946,глагол,1,222
947,существительное,0,222
948,существительное,1,223
949,союз,1,225
950,местоимение,1,226
951,прилагательное,1,227
952,глагол,0,227
953,глагол,1,233
954,существительное,0,233
955,прилагательное,0,233
956,прилагательное,1,234
957,существительное,1,235
958,глагол,0,235
959,глагол,0,235
960,прилагательное,0,235
961,существительное,1,240
962,глагол,0,240
963,глагол,1,243
964,существительное,0,243
965,существительное,1,244
966,существительное,1,246
967,прилагательное,0,246
968,глагол,0,246
969,глагол,1,247
970,имя собственное,0,247
971,существительное,1,249
972,глагол,0,249
973,прилагательное,0,249
974,существительное,1,258
975,глагол,1,266
976,существительное,0,266
977,глагол,1,268
978,существительное,0,268
979,прилагательное,0,268
980,наречие,1,269
981,глагол,1,271
982,существительное,1,279
983,существительное,1,282
984,глагол,0,282
985,существительное,1,284
986,существительное,1,288
987,глагол,0,288
988,прилагательное,1,290
989,существительное,1,295
990,существительное,1,298
991,существительное,1,301
992,прилагательное,0,301
993,глагол,1,312
994,существительное,0,312
995,существительное,1,313
996,существительное,1,314
997,имя собственное,1,318
998,глагол,1,319
999,существительное,0,319
1000,имя собственное,0,319
1001,глагол,1,323
1002,прилагательное,1,324
1003,существительное,0,324
1004,существительное,1,328
1005,существительное,1,331
1006,союз,1,339
1007,существительное,1,341
1008,прилагательное,0,341
1009,глагол,0,341
1010,существительное,1,348
1011,глагол,0,348
1012,существительное,1,348
1013,наречие,1,352
1014,глагол,0,352
1015,существительное,0,352
1016,числительное,1,353
1017,глагол,1,356
1018,прилагательное,0,356
1019,существительное,0,356
1020,наречие,1,360
1021,прилагательное,1,362
1022,существительное,1,363
1023,прилагательное,1,364
1024,наречие,1,370
1025,существительное,0,370
1026,существительное,0,370
1027,глагол,1,372
1028,глагол,1,374
1029,глагол,1,378
1030,существительное,0,378
1031,существительное,1,382
1032,прилагательное,0,382
1033,существительное,1,383
1034,местоимение,1,389
1035,прилагательное,1,390
1036,существительное,0,390
1037,глагол,0,390
1038,существительное,0,390
1039,наречие,1,391
1040,существительное,1,392
1041,глагол,0,392
1042,глагол,1,400
1043,существительное,0,400
1044,наречие,1,401
1045,существительное,1,402
1046,существительное,1,403
1047,наречие,0,403
1048,прилагательное,0,403
1049,существительное,1,406
1050,глагол,0,406
1051,существительное,1,406
1052,существительное,1,410
1053,глагол,1,415
1054,существительное,0,415
1055,существительное,1,416
1056,прилагательное,0,416
1057,существительное,1,416
1058,существительное,1,417
1059,глагол,0,417
1060,прилагательное,1,421
1061,глагол,1,424
1062,прилагательное,1,427
1063,глагол,1,432
1064,существительное,1,433
1065,прилагательное,0,433
1066,существительное,1,434
1067,существительное,1,434
1068,наречие,1,436
1069,прилагательное,0,436
1070,существительное,0,436
1071,числительное,1,438
1072,числительное,1,439
1073,глагол,1,444
1074,наречие,1,445
1075,прилагательное,0,445
1076,глагол,0,445
1077,существительное,1,446
1078,глагол,0,446
1079,глагол,1,447
1080,существительное,0,447
1081,существительное,1,452
1082,глагол,1,454
1083,существительное,0,454
1084,существительное,1,459
1085,имя собственное,1,461
1086,прилагательное,1,463
1087,существительное,1,465
1088,предлог,1,469
1089,прилагательное,1,470
1090,существительное,0,470
1091,существительное,1,472
1092,прилагательное,1,473
1093,глагол,1,475
1094,наречие,1,477
1095,глагол,1,484
1096,существительное,0,484
1097,существительное,1,487
1098,существительное,1,487
1099,детерминатив,1,491
1100,существительное,1,494
1101,глагол,0,494
1102,существительное,1,496
1103,прилагательное,0,496
1104,наречие,1,497
1105,глагол,1,504
1106,существительное,0,504
1107,имя собственное,0,504
1108,существительное,1,505
1109,глагол,0,505
1110,прилагательное,1,506
1111,глагол,1,510
1112,существительное,1,513
1113,существительное,1,515
1114,прилагательное,1,516
1115,прилагательное,1,517
1116,существительное,1,518
1117,прилагательное,1,522
1118,глагол,1,528
1119,существительное,0,528
1120,существительное,1,531
1121,глагол,1,540
1122,прилагательное,1,541
1123,существительное,0,541
1124,предлог,1,543
1125,глагол,1,544
1126,прилагательное,1,549
1127,глагол,1,552
1128,существительное,1,558
1129,существительное,1,558
1130,существительное,1,559
1131,глагол,0,559
1132,существительное,1,563
1133,прилагательное,0,563
1134,глагол,1,567
1135,существительное,0,567
1136,прилагательное,0,567
1137,существительное,1,569
1138,прилагательное,0,569
1139,глагол,0,569
1140,предлог,1,571
1141,наречие,0,571
1142,существительное,1,580
1143,глагол,0,580
1144,прилагательное,0,580
1145,существительное,1,580
1146,существительное,1,581
1147,глагол,0,581
1148,глагол,1,582
1149,существительное,0,582
1150,наречие,1,583
1151,глагол,1,590
1152,существительное,0,590
1153,существительное,1,594
1154,наречие,0,594
1155,прилагательное,0,594
1156,глагол,0,594
1157,существительное,1,599
1158,прилагательное,0,599
1159,существительное,1,600
1160,глагол,0,600
1161,существительное,1,606
1162,существительное,1,608
1163,прилагательное,0,608
1164,наречие,1,615
1165,глагол,1,616
1166,прилагательное,1,617
1167,наречие,1,618
1168,глагол,1,622
1169,местоимение,1,623
1170,прилагательное,1,624
1171,прилагательное,1,625
1172,глагол,1,633
1173,существительное,0,633
1174,наречие,1,642
1175,наречие,1,642
1176,существительное,1,644
1177,существительное,1,655
1178,глагол,0,655
1179,существительное,1,656
1180,существительное,1,656
1181,глагол,1,659
1182,прилагательное,0,659
1183,наречие,0,659
1184,прилагательное,1,660
1185,существительное,1,665
1186,существительное,1,667
1187,глагол,0,667
1188,местоимение,1,672
1189,глагол,1,673
1190,существительное,0,673
1191,существительное,1,675
1192,глагол,1,681
1193,существительное,0,681
1194,существительное,1,683
1195,прилагательное,0,683
1196,прилагательное,1,688
1197,предлог,1,693
1198,прилагательное,1,699
1199,прилагательное,1,701
1200,наречие,0,701
1201,глагол,1,702
1202,существительное,1,705
1203,глагол,0,705
1204,прилагательное,0,705
1205,существительное,1,710
1206,глагол,1,712
1207,существительное,0,712
1208,прилагательное,1,715
1209,существительное,1,716
1210,прилагательное,0,716
1211,существительное,1,716
1212,глагол,1,722
1213,существительное,0,722
1214,прилагательное,1,724
1215,глагол,0,724
1216,существительное,1,725
1217,прилагательное,0,725
1218,глагол,1,729
1219,глагол,1,729
1220,глагол,1,735
1221,существительное,0,735
1222,существительное,1,736
1223,существительное,1,737
1224,глагол,1,738
1225,существительное,1,739
1226,глагол,1,740
1227,существительное,1,741
1228,глагол,0,741
1229,прилагательное,1,742
1230,существительное,0,742
1231,предлог,0,742
1232,местоимение,1,743
1233,наречие,1,744
1234,глагол,1,745
1235,глагол,1,746
1236,существительное,1,747
1237,глагол,0,747
1238,существительное,1,748
1239,глагол,0,748
1240,существительное,1,749
1241,глагол,1,750
1242,существительное,0,750
1243,глагол,1,751
1244,существительное,0,751
1245,глагол,1,752
1246,существительное,0,752
1247,существительное,0,752
1248,существительное,1,753
1249,существительное,1,754
1250,глагол,0,754
1251,глагол,1,755
1252,существительное,1,756
1253,прилагательное,0,756
1254,глагол,0,756
1255,прилагательное,1,757
1256,существительное,1,758
1257,существительное,1,758
1258,существительное,1,760
1259,глагол,0,760
1260,существительное,1,762
1261,глагол,0,762
1262,имя собственное,0,762
1263,глагол,1,763
1264,глагол,1,764
1265,существительное,0,764
1266,существительное,1,765
1267,глагол,0,765
1268,прилагательное,0,765
1269,существительное,1,765
1270,глагол,1,766
1271,глагол,1,767
1272,существительное,0,767
1273,глагол,1,768
1274,прилагательное,1,770
1275,существительное,1,771
1276,глагол,1,772
1277,глагол,1,773
1278,существительное,0,773
1279,предлог,1,774
1280,существительное,1,775
1281,прилагательное,1,776
1282,существительное,0,776
1283,существительное,1,777
1284,глагол,0,777
1285,существительное,1,778
1286,наречие,1,779
1287,глагол,1,780
1288,существительное,0,780
1289,существительное,1,781
1290,глагол,0,781
1291,глагол,1,782
1292,существительное,1,783
1293,существительное,1,784
1294,местоимение,1,785
1295,глагол,1,787
1296,существительное,1,788
1297,прилагательное,1,789
1298,существительное,0,789
1299,глагол,0,789
1300,существительное,1,790
1301,глагол,0,790
1302,существительное,1,791
1303,глагол,1,792
1304,имя собственное,1,794
1305,числительное,1,796
1306,существительное,1,797
1307,прилагательное,0,797
1308,существительное,1,798
1309,прилагательное,0,798
1310,существительное,1,799
1311,существительное,1,800
1312,глагол,0,800
1313,существительное,1,801
1314,существительное,1,801
1315,существительное,1,802
1316,существительное,1,803
